2011	1	0	05-06	180
2011	1	0	06-07	564
2011	1	0	07-08	528
2011	1	0	08-09	264
2011	1	0	09-10	180
2011	1	0	10-11	168
2011	1	0	11-12	156
2011	1	0	12-13	180
2011	1	0	13-14	96
2011	1	0	14-15	72
2011	1	0	15-16	156
2011	1	0	16-17	96
2011	1	0	17-18	132
2011	1	0	18-19	132
2011	1	0	19-20	156
2011	1	0	20-21	108
2011	1	0	21-22	72
2011	1	1	05-06	120
2011	1	1	06-07	564
2011	1	1	07-08	480
2011	1	1	08-09	312
2011	1	1	09-10	108
2011	1	1	10-11	96
2011	1	1	11-12	96
2011	1	1	12-13	120
2011	1	1	13-14	120
2011	1	1	14-15	120
2011	1	1	15-16	72
2011	1	1	16-17	72
2011	1	1	17-18	96
2011	1	1	18-19	72
2011	1	1	19-20	96
2011	1	1	20-21	96
2011	1	1	21-22	72
2011	1	2	05-06	114
2011	1	2	06-07	288
2011	1	2	07-08	312
2011	1	2	08-09	180
2011	1	2	09-10	120
2011	1	2	10-11	96
2011	1	2	11-12	108
2011	1	2	12-13	72
2011	1	2	13-14	72
2011	1	2	14-15	96
2011	1	2	15-16	72
2011	1	2	16-17	96
2011	1	2	17-18	72
2011	1	2	18-19	120
2011	1	2	19-20	96
2011	1	2	20-21	72
2011	1	2	21-22	72
2011	1	3	05-06	108
2011	1	3	06-07	288
2011	1	3	07-08	360
2011	1	3	08-09	180
2011	1	3	09-10	120
2011	1	3	10-11	96
2011	1	3	11-12	72
2011	1	3	12-13	72
2011	1	3	13-14	96
2011	1	3	14-15	96
2011	1	3	15-16	96
2011	1	3	16-17	132
2011	1	3	17-18	156
2011	1	3	18-19	132
2011	1	3	19-20	132
2011	1	3	20-21	96
2011	1	3	21-22	108
2011	1	4	05-06	102
2011	1	4	06-07	288
2011	1	4	07-08	360
2011	1	4	08-09	180
2011	1	4	09-10	120
2011	1	4	10-11	96
2011	1	4	11-12	72
2011	1	4	12-13	72
2011	1	4	13-14	96
2011	1	4	14-15	96
2011	1	4	15-16	96
2011	1	4	16-17	132
2011	1	4	17-18	96
2011	1	4	18-19	132
2011	1	4	19-20	96
2011	1	4	20-21	96
2011	1	4	21-22	108
2011	1	5	05-06	72
2011	1	5	06-07	192
2011	1	5	07-08	192
2011	1	5	08-09	108
2011	1	5	09-10	180
2011	1	5	10-11	132
2011	1	5	11-12	120
2011	1	5	12-13	96
2011	1	5	13-14	72
2011	1	5	14-15	72
2011	1	5	15-16	72
2011	1	5	16-17	120
2011	1	5	17-18	96
2011	1	5	18-19	36
2011	1	5	19-20	120
2011	1	5	20-21	36
2011	1	5	21-22	108
2011	1	6	05-06	72
2011	1	6	06-07	192
2011	1	6	07-08	192
2011	1	6	08-09	108
2011	1	6	09-10	180
2011	1	6	10-11	288
2011	1	6	11-12	216
2011	1	6	12-13	228
2011	1	6	13-14	180
2011	1	6	14-15	180
2011	1	6	15-16	192
2011	1	6	16-17	336
2011	1	6	17-18	372
2011	1	6	18-19	348
2011	1	6	19-20	264
2011	1	6	20-21	192
2011	1	6	21-22	108
2011	2	0	05-06	210
2011	2	0	06-07	594
2011	2	0	07-08	528
2011	2	0	08-09	264
2011	2	0	09-10	198
2011	2	0	10-11	168
2011	2	0	11-12	186
2011	2	0	12-13	180
2011	2	0	13-14	114
2011	2	0	14-15	90
2011	2	0	15-16	156
2011	2	0	16-17	114
2011	2	0	17-18	150
2011	2	0	18-19	132
2011	2	0	19-20	174
2011	2	0	20-21	126
